calibration_index,source_index,premise,hypothesis,gold_label,original_nli_predicted_label,original_nli_gold_probability,original_entailment_probability,original_neutral_probability,original_contradiction_probability,original_matches_gold,verifier_model_revision
397,276879,"two kids, one with green pants and the other with a white shirt and jeans are running down a street.",There are children running after someone outside.,1,neutral,0.8986939787864685,0.0980861634016037,0.8986939787864685,0.0032198417466133833,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
398,277346,A young male holding a fishing pole.,A man carries his fishing rod.,0,entailment,0.993519127368927,0.993519127368927,0.0059913466684520245,0.0004895455786027014,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
399,277522,An Indian man is writing on something in a crowd of women and children.,An Indian man is writing on something.,0,entailment,0.9959806203842163,0.9959806203842163,0.003238306613638997,0.0007810029201209545,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
400,277576,A golfer wearing a striped red polo shirt and white pants watches his drive after swinging.,The golfer is preparing food for dinner.,2,contradiction,0.9994262456893921,4.554382394417189e-05,0.0005281851626932621,0.9994262456893921,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
401,277858,A guy sitting in a chair is getting a shave.,A guy is in a barbershop.,1,entailment,0.2226981371641159,0.7726426124572754,0.2226981371641159,0.004659219644963741,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
402,277982,A man with a black hat is standing and shading his eyes.,A man is standing.,0,entailment,0.9980227947235107,0.9980227947235107,0.001561039942316711,0.0004161827964708209,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
403,278462,a boy swings on the swing.,A boy swings on the swing his mother built.,1,neutral,0.9988318085670471,0.0004810921964235604,0.9988318085670471,0.0006871098885312676,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
404,278595,A couple and child are watching people walk by.,The family is on the way to a movie.,1,neutral,0.9951677322387695,0.00041967222932726145,0.9951677322387695,0.004412527196109295,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
405,278717,A woman playing tennis at a tennis game.,A woman trying to win the final match for the title.,1,neutral,0.9971383810043335,0.0006061024614609778,0.9971383810043335,0.0022555794566869736,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
406,279199,Several people on a stage with a blue background.,The humans are on the ground.,0,contradiction,0.0006258350913412869,0.0006258350913412869,0.0008086463785730302,0.9985654950141907,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
407,280193,"A child with a stethoscope, preparing to listen to his mother heart.",A child is listening to his mother's heart beat.,0,entailment,0.970066487789154,0.970066487789154,0.024666262790560722,0.005267303436994553,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
408,280508,Men are working on scaffolding outside of a building while other men watch.,Men are working indoors.,2,contradiction,0.9995068311691284,0.00013487416435964406,0.0003583267971407622,0.9995068311691284,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
409,280977,A airline stewardess serving passengers on a plane.,The stewardess is a woman,0,neutral,0.43110230565071106,0.43110230565071106,0.5677995085716248,0.001098215114325285,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
410,281436,"A young boy, dressed in a karate gee and wearing a yellow belt, stands ready to defend himself inside a gym.",A young boy is ready to defend himself from a flying spaghetti monster.,2,neutral,0.012061081826686859,0.0003270481538493186,0.9876118302345276,0.012061081826686859,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
411,282246,Four band members singing and playing.,They play a gig at a bar,1,neutral,0.9989783763885498,0.0005846552085131407,0.9989783763885498,0.00043702684342861176,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
412,282259,A woman in a black jacket is walking down the street with a red umbrella.,A fat woman in a black jacket is walking down the street with a red umbrella.,1,neutral,0.9989448189735413,0.0008496785303577781,0.9989448189735413,0.0002055781806120649,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
413,282686,Horrific artwork displayed at the local hipster bar.,Local hipster bar is ripped off when ordering artwork and displays it anyways.,1,neutral,0.9957476258277893,0.0026139053516089916,0.9957476258277893,0.0016383911715820432,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
414,282806,Two kids in a green tree.,The kids are above the ground.,0,entailment,0.9870772361755371,0.9870772361755371,0.011329124681651592,0.0015936270356178284,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
415,284212,A man doing a trick on a bicycle in a wooded area.,A man does a trick,0,entailment,0.9963716268539429,0.9963716268539429,0.0029553640633821487,0.0006729707238264382,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
416,285462,A person in a dark wetsuit is surfing.,A person in a white wetsuit surfing,2,contradiction,0.9990559220314026,0.00012318517838139087,0.000820876273792237,0.9990559220314026,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
417,286692,"A woman wearing a white shirt and a short, black skirt is in motion on a green, artificial surface.",There is a dog playing catch.,2,contradiction,0.9989489912986755,4.046473986818455e-05,0.0010105251567438245,0.9989489912986755,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
418,287124,Two female rollerskaters competing.,The women are great skaters.,1,neutral,0.9989724159240723,0.0007919425261206925,0.9989724159240723,0.00023563833383377641,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
419,287246,Two people walk in opposite directions across a brick road.,The road was made with bricks.,0,entailment,0.9839695692062378,0.9839695692062378,0.015250100754201412,0.000780366943217814,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
420,290260,Children playing on the beach.,Kids were having fun.,0,entailment,0.9478506445884705,0.9478506445884705,0.0515911802649498,0.0005581382429227233,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
421,290629,A man is standing next to a vehicle in a city setting.,Someone is standing by a car,0,entailment,0.995399534702301,0.995399534702301,0.0043105073273181915,0.0002900499675888568,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
422,290839,The man in the red shirt pretends to play the violin with an umbrella.,The man is wearing a red shirt.,0,entailment,0.9982421398162842,0.9982421398162842,0.0014475074131041765,0.0003103206108789891,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
423,291507,The young boy is jumping into the pool on his belly.,The people around the pool are afraid of getting wet after the belly flop is finished.,1,neutral,0.994611382484436,0.0007770171505399048,0.994611382484436,0.004611683078110218,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
424,291984,A woman dressed in black boots and a black trench coat is walking down the middle of the street.,The woman walking down the street trips and falls.,1,neutral,0.9989538192749023,0.000273741374257952,0.9989538192749023,0.000772337312810123,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
425,292713,a young girl in a pick shirt swinging up in the air on a swing set,The girl is having fun on the playground at recess.,1,neutral,0.9370590448379517,0.019650151953101158,0.9370590448379517,0.0432908721268177,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
426,292795,Woman looking out the window at a man.,The woman is standing outdoors.,2,contradiction,0.9976373910903931,0.0005804141401313245,0.0017822440713644028,0.9976373910903931,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
427,292908,A man in a black hat holds a small girl on his shoulders.,A man carries his son.,2,contradiction,0.9989691972732544,0.00010062166256830096,0.0009301524260081351,0.9989691972732544,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
428,292986,Man in black and white playing tennis.,A man is inside eating dinner,2,contradiction,0.9995042085647583,7.828418893041089e-05,0.00041750670061446726,0.9995042085647583,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
429,293493,"A Frisbee team huddles around a Frisbee, each holding a part of it.",A frisbee team does a chant before their game in a circle.,1,neutral,0.9949700236320496,0.0014488764572888613,0.9949700236320496,0.0035810857079923153,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
430,293560,Two men in orange outfits clean up garbage spilled on the street.,Two men are cleaning up garbage that was spilled after a block party.,1,neutral,0.9995211362838745,0.00025690553593449295,0.9995211362838745,0.000221991038415581,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
431,293833,A young girl with red-hair blows bubbles in clear water.,A red headed girl is making bubbles.,0,entailment,0.9926329255104065,0.9926329255104065,0.006493203807622194,0.0008739022305235267,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
432,294178,"A basketball player in a white jersey with the word price on it, posting up against another player in a blue uniform.",a player dressed in white,0,entailment,0.9962751865386963,0.9962751865386963,0.0027210449334234,0.0010037729516625404,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
433,294223,A photographer capturing a skateboarder mid trick.,No cameras are around when the skateboard performs his trick.,2,contradiction,0.9997392296791077,5.424705523182638e-05,0.00020647286146413535,0.9997392296791077,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
434,295019,three people standing in line.,Some people are standing.,0,entailment,0.9927035570144653,0.9927035570144653,0.0066036926582455635,0.0006927137728780508,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
435,295231,A restaurant in downtown Korea.,The restaurant in downtown Korea has Korean food.,1,neutral,0.9941619038581848,0.005501344334334135,0.9941619038581848,0.0003366934834048152,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
436,295609,a beige dog running on the grass with a tennis ball in his mouth,Nobody is running,2,contradiction,0.9993450045585632,0.0001587749138707295,0.0004962077946402133,0.9993450045585632,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
437,295641,A wedding party scene with the bride throwing the bouquet of flowers to onlooking women.,A bride throws the flowers to her sister.,1,neutral,0.9709680080413818,0.0020663838367909193,0.9709680080413818,0.026965731754899025,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
438,297956,A man in a gray shirt is pouring a drink into a flute.,A woman in a gray shirt is pouring a drink into a flute.,2,contradiction,0.999309778213501,0.00018890047795139253,0.0005013512563891709,0.999309778213501,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
439,298065,Three dogs are together outdoors checking out a fountain.,Animals by a fountain.,0,entailment,0.979134202003479,0.979134202003479,0.01995733752846718,0.000908452202565968,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
440,298894,A professional wrestler takes a flying leap onto another wrestler.,Pro wrestlers put on a show.,0,neutral,0.17749445140361786,0.17749445140361786,0.8174161911010742,0.005089319311082363,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
441,299161,A couple of boys are in a gym with partially assembled bicycles.,The boys are working on their bikes inside.,0,entailment,0.9670435786247253,0.9670435786247253,0.031446121633052826,0.0015102456090971828,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
442,299206,Two people are carrying a large bag filled with a red substance down a ally as a figure in red walks behind them.,Three people are walking down the alley.,0,contradiction,0.08436109870672226,0.08436109870672226,0.1185954213142395,0.7970434427261353,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
443,299336,A group of surgeons wearing scrubs are performing a surgery.,The group of surgeons are having a board meeting.,2,contradiction,0.9993523955345154,8.018947846721858e-05,0.0005674705607816577,0.9993523955345154,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
444,300966,Two people with hard hats on standing on a brick wall.,No one is wearing protective gear.,2,contradiction,0.9995579123497009,0.0001783432817319408,0.0002637736906763166,0.9995579123497009,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
445,301270,A young woman wearing sunglasses and a blue shirt is holding a white sheet while a little girl in pigtails writes on it with a marker.,The little girl is coloring on a white sheet.,0,entailment,0.9921446442604065,0.9921446442604065,0.006763248238712549,0.0010920987697318196,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
446,301629,A male surfer catching a nice wave.,A woman is surfing.,2,contradiction,0.9994062185287476,0.00011523559805937111,0.00047855498269200325,0.9994062185287476,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
447,302107,Men share an item on mini trains.,men at a mini train convention,1,neutral,0.9811827540397644,0.013629305176436901,0.9811827540397644,0.005187924951314926,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
448,302885,A man wearing black and white stripes is trying to stop a horse.,A man is trying to keep the horse from running into the crowd.,1,neutral,0.9989733695983887,0.0009007829939946532,0.9989733695983887,0.00012591046106535941,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
449,303583,a lone skier walking cross a snowy bank with trees in the background,A person is out in the outdoors.,0,entailment,0.9936717748641968,0.9936717748641968,0.005746227223426104,0.0005819702637381852,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
450,304578,A girl sits at a desk and reads a paper.,A boy sitting at his desk is reading a large book.,2,contradiction,0.998870313167572,3.257129355915822e-05,0.001097134780138731,0.998870313167572,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
451,306358,An asian lady in a red jacket taking a photo,A tall human in a jacket.,1,neutral,0.5532588958740234,0.43596041202545166,0.5532588958740234,0.010780718177556992,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
452,307182,A lady pouring tea into tea cups with flower print on them.,a lady pouring wine for guests,2,contradiction,0.9989594221115112,0.00015029098722152412,0.0008903117850422859,0.9989594221115112,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
453,307679,An older man in a white shirt is playing a saxaphone.,The man owns the saxophone.,1,neutral,0.9948171973228455,0.004496200475841761,0.9948171973228455,0.0006866395124234259,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
454,308436,A group of people hold on to a long skinny object.,No one is holding on to an object,2,contradiction,0.9996567964553833,0.00010779024160001427,0.00023539397807326168,0.9996567964553833,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
455,309108,A woman in a brown sweater is sewing on her machine.,The woman doesn't have a sewing machine.,2,contradiction,0.9996144771575928,0.00012394158693496138,0.00026150376652367413,0.9996144771575928,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
456,309756,a couple looking at food out in the cold.,Two people are looking at food,0,entailment,0.9947905540466309,0.9947905540466309,0.004649213049560785,0.0005601706216111779,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
457,310001,A bearded man with glasses does a toe-touch.,A man is moving.,0,entailment,0.9659766554832458,0.9659766554832458,0.03189149126410484,0.0021318013314157724,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
458,310358,a woman is walking beside a subway.,The woman is in a rush.,1,neutral,0.9990717172622681,0.0005109115736559033,0.9990717172622681,0.00041727570351213217,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
459,310401,A man using a wheelchair is talking in a field to a couple women.,The man is sitting,0,contradiction,0.013580731116235256,0.013580731116235256,0.02037942036986351,0.9660398364067078,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
460,310705,Two girls are astonished at the sight of planes.,The two girls have never seen planes before.,1,neutral,0.9504566788673401,0.048817116767168045,0.9504566788673401,0.0007261910941451788,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
461,311121,A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.,A woman in shorts and a white top is talking on her cellphone to a close friend.,2,contradiction,0.9721757173538208,8.327703835675493e-05,0.027741018682718277,0.9721757173538208,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
462,311315,"A single man, riding his bike on the pier at sunset.",The man is riding his bike,0,entailment,0.9945887327194214,0.9945887327194214,0.004874458536505699,0.0005368873826228082,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
463,311574,A woman preparing to serve a meal on the beach.,It is mealtime.,0,entailment,0.9395235180854797,0.9395235180854797,0.05727921426296234,0.0031972231809049845,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
464,311616,"Two people, a man and a woman, are on a stage at a band.",They are in a band.,1,neutral,0.5196446180343628,0.42714470624923706,0.5196446180343628,0.05321069061756134,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
465,312572,A middle-aged man riding his black motorcycle through a neighborhood.,The man is headed home on his motorcycle.,1,neutral,0.997475802898407,0.0020870575681328773,0.997475802898407,0.0004371505347080529,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
466,313598,A scuba diving class taking a picture during class time.,Some people are taking ski lessons.,2,contradiction,0.9991825222969055,8.498749957652763e-05,0.0007324553444050252,0.9991825222969055,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
467,313693,"One of the buses is marked ""Linea Express"" while the other is marked ""Metropolitan Transit System"". ",Two buses,1,entailment,0.05977814272046089,0.8954442143440247,0.05977814272046089,0.04477773979306221,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
468,314343,"A group of people sit in folding chairs in a small area under two umbrellas outdoors, with a few cars parked in the background.",A group of people are sitting outdoors.,0,entailment,0.9987090826034546,0.9987090826034546,0.0009685124387033284,0.00032237000414170325,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
469,314877,A middle-aged man and woman are holding hands walking in a street with people behind them.,A middle-aged couple running down the bridge.,1,contradiction,0.01505334209650755,0.001021543052047491,0.01505334209650755,0.9839251041412354,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
470,315586,"Two older women smiling and standing in front of large trees, one woman is fixing her hair.",The women are skateboarding down a busy street.,2,contradiction,0.9994572997093201,5.6787528592394665e-05,0.0004859039036091417,0.9994572997093201,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
471,316194,Three children and three adults are outside in the yard of a home and they have a basket sitting on the lawn.,Three children and three adults have a basket.,0,entailment,0.9957183003425598,0.9957183003425598,0.0034448762889951468,0.0008368634735234082,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
472,316876,A young girl holds a crying infant.,A blonde girl holds her baby sister.,1,neutral,0.9991544485092163,0.00035442219814285636,0.9991544485092163,0.0004910794668830931,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
473,318353,Workers enjoy coffee and treats at conference table.,the workers are underpaid,1,neutral,0.9985153079032898,0.00022439825988840312,0.9985153079032898,0.0012602609349414706,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
474,319482,"Two boys are looking upwards with their arms streteched to the sky, the boy on the left is wearing a blue vest jacket with a gray long-sleeved shirt and black jogging pants, and black tennis shoes and a hat, and the boy on the right is wearing a silver vest jacket, with blue long-sleeved undershirt, gray pants, and black tennis shoes and has black short hair and glasses.",Two boys stretching for the sky,0,entailment,0.9409997463226318,0.9409997463226318,0.03636991232633591,0.02263041026890278,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
475,319797,A woman in a gray and blue shirt smiles as she unwraps and cuts into a calzone.,The woman is cutting into her arm.,2,contradiction,0.9991596937179565,0.0001918189664138481,0.0006485028425231576,0.9991596937179565,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
476,321140,"A couple smiling, sitting at an event with other adults and children doing the same.",Adults and children get sleepy listening to a dull speaker at an event.,2,neutral,0.008544355630874634,0.0007620554533787072,0.9906935095787048,0.008544355630874634,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
477,321435,A dog leaps to catch a ball in a field.,A dog caught a ball in a field but then dropped it.,1,neutral,0.9985753297805786,0.00046421942533925176,0.9985753297805786,0.0009604129591025412,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
478,322012,The lady is holding her glasses.,A lady is cleaning her glasses.,1,contradiction,0.410565584897995,0.004333226475864649,0.410565584897995,0.5851011276245117,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
479,322299,A group of men playing and singing music while a crowd watches.,A boy band is performing a concert for a crowd.,1,neutral,0.9721665978431702,0.0257098488509655,0.9721665978431702,0.0021235181484371424,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
480,322472,A big group of people are enjoying a public event.,People are enjoying a public event.,0,entailment,0.9966208934783936,0.9966208934783936,0.0029078067746013403,0.00047129837912507355,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
481,323424,Two hockey players one in yellow and one in white competing against each other to gain control of the hockey puck.,Two friends are playing basketball.,2,contradiction,0.9996150732040405,5.237490404397249e-05,0.0003325729048810899,0.9996150732040405,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
482,324702,The woman talks on her cellular phone while walking on a city street.,The streets are crowded.,1,neutral,0.9991064667701721,0.0005922033451497555,0.9991064667701721,0.0003013528767041862,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
483,325880,A man in a black shirt and blue jeans crawls on a table.,A man wearing a black shirt.,0,entailment,0.9979004859924316,0.9979004859924316,0.0016717456746846437,0.00042774531175382435,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
484,326312,A dog peeks out of a red play tunnel.,a dog playing,0,entailment,0.8506692051887512,0.8506692051887512,0.13558797538280487,0.013742879033088684,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
485,326894,People in orange shirts roll carts while people watch them.,A group of workers in matching oranage shirts push carts outside as others watch them.,1,entailment,0.3044968247413635,0.6911941170692444,0.3044968247413635,0.004309102427214384,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
486,327111,A child is holding an Aquafina water bottle.,The man has a beer.,2,contradiction,0.9890542030334473,0.00012459559366106987,0.010821192525327206,0.9890542030334473,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
487,327544,Two people are having a conversation as they sit at the bar.,They are going to Mars,2,neutral,0.28055551648139954,0.0007196558872237802,0.7187248468399048,0.28055551648139954,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
488,327733,A little boy in red stands on top of a rock with a smile and outstretched arms.,A little boy in red is outdoors.,0,entailment,0.9723532199859619,0.9723532199859619,0.026417413726449013,0.0012294086627662182,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
489,328469,A group of well-dressed young people stand in front of a congregation.,There are several people in the room.,0,entailment,0.9788185358047485,0.9788185358047485,0.0198798980563879,0.0013016022276133299,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
490,330719,Small dog running through a field.,A cat is playing with yarn.,2,contradiction,0.9995431900024414,4.4338550651445985e-05,0.0004124576516915113,0.9995431900024414,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
491,331133,A man in pants scaling the side of a cliff.,A woman climbs the side of a building.,2,contradiction,0.9995423555374146,7.459998596459627e-05,0.0003830583009403199,0.9995423555374146,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
492,331212,"A little girl in a red shirt is suspended in midair on a contraption, as a man wearing white shorts looks up at her.",A man and girl are swimming in the ocean,2,contradiction,0.9990647435188293,9.864030289463699e-05,0.0008366924594156444,0.9990647435188293,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
493,332168,A man is leaning his head on a fancy coffin in a church.,A man is leaning his head against a pulpit.,2,contradiction,0.9978678226470947,0.00036068804911337793,0.001771467155776918,0.9978678226470947,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
494,333591,"A female and a male put a long, oblong box away in an area full of boxes.",A couple remove a box from an area full of boxes.,2,contradiction,0.9984228610992432,0.0005585333565250039,0.0010186039144173265,0.9984228610992432,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
495,334203,A girl with red-hair is jumping on a sand dune.,A girl is outdoors.,0,entailment,0.9887679219245911,0.9887679219245911,0.010225298814475536,0.0010068051051348448,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
496,334987,"A man, woman, and two girls walk on the beach barefoot.",The group walks outside.,0,entailment,0.9904142022132874,0.9904142022132874,0.008532116189599037,0.0010537926573306322,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
497,335668,A cloudy sky above a busy city street.,Cars are driving on clouds.,2,neutral,0.008738375268876553,0.40434688329696655,0.5869147181510925,0.008738375268876553,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
498,336330,"The woman carrying a backpack is facing the camera, while the man is turned away.",The woman has a backpack,0,entailment,0.9959520101547241,0.9959520101547241,0.003374640131369233,0.0006732475594617426,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
499,336368,People are ice-skating and walking across a frozen surface with the Adobe building in the background.,The people are skating.,0,entailment,0.9930877089500427,0.9930877089500427,0.005501669831573963,0.0014105672016739845,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
500,337152,A group of young men in colorful shirts with their number on them walk down a street.,They are camping out in the wilderness,2,contradiction,0.9988101720809937,0.00012318094377405941,0.0010666386224329472,0.9988101720809937,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
501,337655,A boy in an orange shirt holds hands with an adult as he walks with a group of other children down a street.,Two runners in blue t-shirts hold hands.,2,contradiction,0.9923047423362732,0.00011636941053438932,0.007578858640044928,0.9923047423362732,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
502,338139,A mom and a young boy on a seesaw.,Some high school kids smoking cigarettes outside school.,2,contradiction,0.995822548866272,0.00035827065585181117,0.0038192037027329206,0.995822548866272,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
503,338736,A black dog leaps in the air above the snow.,The dog has snow on his fur.,0,neutral,0.005293507594615221,0.005293507594615221,0.9939759373664856,0.0007306064362637699,False,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
504,338834,A very excited man on top of a mountain jumping into the air.,A man is showing his excitement on the mountain.,0,entailment,0.9916649460792542,0.9916649460792542,0.00788479670882225,0.00045023602433502674,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
505,338871,A snowboarder rides a snowboard down a railing beside a flight of steps.,A man is watching t.v. at home.,2,contradiction,0.9933318495750427,0.0006073461845517159,0.006060764659196138,0.9933318495750427,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
506,339401,Several people are in an enclosed garden space while a young Black boy and another person hold onto a wooden frame of a raised plant bed.,There is only one person present.,2,contradiction,0.9997408986091614,5.268811582936905e-05,0.00020637773559428751,0.9997408986091614,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
507,339454,"Ow, my head, you silly a-hole watch what you are doing next time.","Ow, you just punched me in the shoulder.",2,contradiction,0.9319962859153748,0.0006743346457369626,0.06732939928770065,0.9319962859153748,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
508,340397,A man in a white outfit sings into a microphone.,The man is wearing a green outfit.,2,contradiction,0.9993459582328796,9.933653200278059e-05,0.0005547036416828632,0.9993459582328796,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
509,340830,"Two individuals, in full fencing attire, with their masks on and the swords in their hands, fencing in the gym.","Two men, in full fencing attire, with their masks on and the swords in their hands, fencing in the gym.",1,neutral,0.9497272968292236,0.04573167860507965,0.9497272968292236,0.0045409612357616425,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
510,341229,Two woman with white head coverings are gazing at a cellphone.,Two men with black head coverings are gazing at a cellphone.,2,contradiction,0.9993318915367126,8.136683754855767e-05,0.0005867484142072499,0.9993318915367126,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
511,341509,"Two men dressed in matching blue uniforms, celebrate a victory.",the men are are their house sleeping,2,contradiction,0.9995684027671814,9.66925363172777e-05,0.00033489218913018703,0.9995684027671814,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
512,341844,Several men traveling down a hill riding donkeys.,the men are at the restaurant eating,2,contradiction,0.9994044303894043,7.763507892377675e-05,0.0005179367726668715,0.9994044303894043,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
513,342089,Children stand around water pipes awaiting clean water.,The men broke the water pipes and are waiting for the repairman.,2,contradiction,0.9993013143539429,3.93817899748683e-05,0.0006592935533262789,0.9993013143539429,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
514,342956,"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off, perhaps for a block party, while onlookers walk behind and listeners are seated in front in lawn chairs.",a boy in a head covering is next to a blocked road that's near a crowd of people sitting on chairs,0,entailment,0.9977397918701172,0.9977397918701172,0.0018350603058934212,0.0004251932550687343,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
515,343438,A large amount of people using sleeping bags to sleep in front of a building.,A large amount of people sleeping.,0,entailment,0.9928386807441711,0.9928386807441711,0.006329979747533798,0.000831326877232641,True,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
