input_position,source_index,candidate_id,augmented_field,old_accepted,real_accepted,old_reasons,real_reasons,source_nli_status,semantic_min,candidate_nli_gold_probability,generation_truncated,decision_change,difference_category
117,73520,73520:hypothesis:fra_Latn,hypothesis,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
122,75277,75277:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
122,75277,75277:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
123,75708,75708:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
123,75708,75708:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
124,76076,76076:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
124,76076,76076:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
98,64203,64203:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9965124726295471,0.9869613647460938,False,MATCH,none
99,64354,64354:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9963390827178955,0.9987892508506775,False,MATCH,none
99,64354,64354:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.014690635725855827,0.9990397095680237,False,MATCH,none
100,64378,64378:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.1324903666973114,0.9994526505470276,False,MATCH,none
104,66614,66614:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.994934618473053,0.9977439641952515,False,MATCH,none
109,69474,69474:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9968994855880737,0.991447925567627,False,MATCH,none
111,69975,69975:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9864164590835571,0.9975594282150269,False,MATCH,none
114,71825,71825:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0022241193801164627,0.9995779395103455,False,MATCH,none
114,71825,71825:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9975323677062988,0.9992719292640686,False,MATCH,none
115,72005,72005:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9933168888092041,0.999542236328125,False,MATCH,none
116,73032,73032:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.30040088295936584,0.9989064931869507,False,MATCH,none
118,73554,73554:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.002918058540672064,0.0051144263707101345,False,MATCH,none
119,73820,73820:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.7168344855308533,0.956040620803833,False,MATCH,none
120,74358,74358:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9965322017669678,0.9986496567726135,False,MATCH,none
121,75090,75090:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.001680296496488154,0.9867724776268005,False,MATCH,none
125,76517,76517:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.996587872505188,0.9916326403617859,False,MATCH,none
133,83167,83167:premise:fra_Latn,premise,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
133,83167,83167:hypothesis:fra_Latn,hypothesis,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
138,88243,88243:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
138,88243,88243:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
143,93659,93659:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
143,93659,93659:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
149,97014,97014:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
149,97014,97014:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
152,97761,97761:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
152,97761,97761:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
128,78367,78367:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.24612775444984436,0.999591052532196,False,MATCH,none
132,82658,82658:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""low_nli_confidence""]","[""semantic_drift"",""low_nli_confidence""]",RELIABLE_GOLD,0.01835421659052372,0.7597095370292664,False,MATCH,none
132,82658,82658:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.004190260544419289,0.9922641515731812,False,MATCH,none
134,84582,84582:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9961016178131104,0.989769697189331,False,MATCH,none
139,88424,88424:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9961112141609192,0.9955462217330933,False,MATCH,none
141,89957,89957:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.7673213481903076,0.9957232475280762,False,MATCH,none
142,90459,90459:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.012928365729749203,0.8457050323486328,False,MATCH,none
144,93870,93870:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.00029291262035258114,0.002731044078245759,False,MATCH,none
144,93870,93870:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0015859546838328242,0.8541150093078613,False,MATCH,none
145,93979,93979:premise:fra_Latn,premise,False,False,"[""label_flip""]","[""label_flip""]",RELIABLE_GOLD,0.996982991695404,0.45711615681648254,False,MATCH,none
145,93979,93979:hypothesis:fra_Latn,hypothesis,False,False,"[""low_nli_confidence""]","[""low_nli_confidence""]",RELIABLE_GOLD,0.9466667175292969,0.7709656953811646,False,MATCH,none
147,95970,95970:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.996493399143219,0.9995597004890442,False,MATCH,none
148,96110,96110:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9976876974105835,0.9996128678321838,False,MATCH,none
151,97760,97760:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9523014426231384,0.9959404468536377,False,MATCH,none
151,97760,97760:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.004181327763944864,0.09402886033058167,False,MATCH,none
154,99704,99704:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.8422937393188477,0.9254449605941772,False,MATCH,none
154,99704,99704:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.8287786245346069,0.9966700673103333,False,MATCH,none
156,101119,101119:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9921398758888245,0.9986374974250793,False,MATCH,none
156,101119,101119:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.995269238948822,0.9979627132415771,False,MATCH,none
157,101993,101993:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9970724582672119,0.9964518547058105,False,MATCH,none
158,103011,103011:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9945091605186462,0.9994148015975952,False,MATCH,none
158,103011,103011:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9880357384681702,0.9994148015975952,False,MATCH,none
159,103148,103148:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.6925597190856934,0.9970610737800598,False,MATCH,none
159,103148,103148:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9967296123504639,0.9963744282722473,False,MATCH,none
160,103393,103393:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
160,103393,103393:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
162,104228,104228:premise:fra_Latn,premise,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
162,104228,104228:hypothesis:fra_Latn,hypothesis,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
163,104604,104604:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
163,104604,104604:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
169,108810,108810:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
169,108810,108810:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
170,109794,109794:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
170,109794,109794:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
174,112647,112647:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
174,112647,112647:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
161,104123,104123:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.006967732682824135,0.9980649352073669,False,MATCH,none
161,104123,104123:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.6385234594345093,0.9981961846351624,False,MATCH,none
164,105325,105325:hypothesis:fra_Latn,hypothesis,False,False,"[""label_flip""]","[""label_flip""]",RELIABLE_GOLD,0.9961932897567749,0.26107269525527954,False,MATCH,none
165,105872,105872:premise:fra_Latn,premise,False,False,"[""label_flip""]","[""label_flip""]",RELIABLE_GOLD,0.987736701965332,0.3405987024307251,False,MATCH,none
167,107232,107232:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.02493862994015217,0.8084853291511536,False,MATCH,none
167,107232,107232:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,9.689816943136975e-05,0.25479546189308167,False,MATCH,none
168,108589,108589:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.3200515806674957,0.9993866682052612,False,MATCH,none
171,109896,109896:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""trivial_copy""]","[""trivial_copy"",""semantic_drift""]",RELIABLE_GOLD,0.10102381557226181,0.9972310662269592,False,MATCH,none
171,109896,109896:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.010391071438789368,0.9977912902832031,False,MATCH,none
173,111766,111766:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00021511818340513855,0.9996046423912048,False,MATCH,none
173,111766,111766:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9961711764335632,0.9996414184570312,False,MATCH,none
175,113130,113130:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.992646336555481,0.9926193356513977,False,MATCH,none
175,113130,113130:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9950119256973267,0.9926517605781555,False,MATCH,none
176,113482,113482:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9949085116386414,0.945578396320343,False,MATCH,none
177,114570,114570:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.005655336659401655,0.9657341241836548,False,MATCH,none
178,115153,115153:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.020157091319561005,0.9995416402816772,False,MATCH,none
178,115153,115153:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.2002139836549759,0.9996330738067627,False,MATCH,none
180,117167,117167:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9935378432273865,0.9954442977905273,False,MATCH,none
180,117167,117167:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9978606104850769,0.9950085878372192,False,MATCH,none
182,118176,118176:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.022871501743793488,0.998874843120575,False,MATCH,none
183,118210,118210:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.005921160336583853,0.000649689172860235,False,MATCH,none
183,118210,118210:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.012981646694242954,0.004248559940606356,False,MATCH,none
185,119934,119934:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.99662184715271,0.8969429731369019,False,MATCH,none
187,123524,123524:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9966357350349426,0.999640703201294,False,MATCH,none
190,125168,125168:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.023538833484053612,0.9968343377113342,False,MATCH,none
191,125334,125334:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.0003211218863725662,0.1681245118379593,False,MATCH,none
194,129375,129375:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
194,129375,129375:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
197,130156,130156:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
197,130156,130156:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
199,133213,133213:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
199,133213,133213:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
205,136456,136456:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
205,136456,136456:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
206,137962,137962:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
206,137962,137962:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
210,138618,138618:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
210,138618,138618:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
222,146990,146990:premise:fra_Latn,premise,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
222,146990,146990:hypothesis:fra_Latn,hypothesis,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
193,126867,126867:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9972147345542908,0.9978771209716797,False,MATCH,none
195,129526,129526:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.006277153268456459,0.9992870688438416,False,MATCH,none
196,129767,129767:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9975072741508484,0.9996949434280396,False,MATCH,none
198,132011,132011:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9968488812446594,0.9983224272727966,False,MATCH,none
200,134525,134525:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.003401329508051276,0.9992239475250244,False,MATCH,none
200,134525,134525:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9974476099014282,0.9990488886833191,False,MATCH,none
201,134613,134613:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9886081218719482,0.9938458800315857,False,MATCH,none
201,134613,134613:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.7037005424499512,0.9975619316101074,False,MATCH,none
202,135071,135071:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.04868989437818527,0.9954710006713867,False,MATCH,none
204,136271,136271:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00023300055181607604,0.9995806813240051,False,MATCH,none
204,136271,136271:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0014761595521122217,0.9996863603591919,False,MATCH,none
207,138010,138010:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.007403064053505659,0.9993337988853455,False,MATCH,none
209,138332,138332:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.8197505474090576,0.9845108985900879,False,MATCH,none
211,138993,138993:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.23917776346206665,0.9967269897460938,False,MATCH,none
212,141282,141282:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.19019946455955505,0.001155000296421349,False,MATCH,none
213,141386,141386:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9977510571479797,0.9993948936462402,False,MATCH,none
215,141719,141719:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9977332353591919,0.9976316690444946,False,MATCH,none
217,143023,143023:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9969000816345215,0.9986427426338196,False,MATCH,none
219,145395,145395:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.005414273124188185,0.9967358708381653,False,MATCH,none
220,145658,145658:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9967646598815918,0.9890698194503784,False,MATCH,none
223,147325,147325:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.8816348910331726,0.9975960850715637,False,MATCH,none
223,147325,147325:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0012342261616140604,0.9981365203857422,False,MATCH,none
233,159279,159279:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
233,159279,159279:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
248,169137,169137:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
248,169137,169137:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
251,170191,170191:premise:fra_Latn,premise,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
251,170191,170191:hypothesis:fra_Latn,hypothesis,False,False,"[""source_nli_low_confidence""]","[""source_nli_low_confidence""]",GOLD_LOW_CONFIDENCE,,,False,MATCH,none
255,172947,172947:premise:fra_Latn,premise,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
255,172947,172947:hypothesis:fra_Latn,hypothesis,False,False,"[""source_label_disagreement""]","[""source_label_disagreement""]",GOLD_DISAGREEMENT,,,False,MATCH,none
225,148356,148356:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9952658414840698,0.9984992742538452,False,MATCH,none
227,150619,150619:premise:fra_Latn,premise,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9955030083656311,0.9591143727302551,False,MATCH,none
227,150619,150619:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9958018660545349,0.9591143727302551,False,MATCH,none
228,150697,150697:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00043722198461182415,0.9996882677078247,False,MATCH,none
229,151152,151152:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.36061519384384155,0.0011137762339785695,False,MATCH,none
230,151395,151395:premise:fra_Latn,premise,False,False,"[""semantic_drift"",""label_flip""]","[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,0.002911139279603958,0.0002003294648602605,False,MATCH,none
230,151395,151395:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.00020436389604583383,0.9942637085914612,False,MATCH,none
234,159758,159758:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.004069552291184664,0.9992305040359497,False,MATCH,none
236,161674,161674:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.8681672811508179,0.9943576455116272,False,MATCH,none
237,163028,163028:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0009787121089175344,0.9749261736869812,False,MATCH,none
237,163028,163028:hypothesis:fra_Latn,hypothesis,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.0010343869216740131,0.9168239235877991,False,MATCH,none
238,163640,163640:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.004612192511558533,0.9978646636009216,False,MATCH,none
240,164421,164421:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9982523322105408,0.998278021812439,False,MATCH,none
241,165214,165214:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9959729313850403,0.999692440032959,False,MATCH,none
242,166345,166345:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.08522919565439224,0.9993267059326172,False,MATCH,none
243,167082,167082:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.007208652328699827,0.9881977438926697,False,MATCH,none
243,167082,167082:hypothesis:fra_Latn,hypothesis,False,False,"[""trivial_copy""]","[""trivial_copy""]",RELIABLE_GOLD,0.9944255352020264,0.9906911253929138,False,MATCH,none
246,168963,168963:premise:fra_Latn,premise,False,False,"[""semantic_drift""]","[""semantic_drift""]",RELIABLE_GOLD,0.07409320771694183,0.9970550537109375,False,MATCH,none
