input_position,source_index,candidate_id,augmented_field,gold_label,source_nli_status,original_nli_predicted_label,original_nli_gold_probability,translation_performed,original_sentence,back_translated_sentence,semantic_forward,semantic_backward,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,generation_truncated,source_to_pivot_generation_truncated,pivot_to_source_generation_truncated,logical_cue_changes,hard_cue_changes,soft_cue_changes,change_ratio,accepted,reasons,translation_model,translation_model_revision,verifier_model,verifier_model_revision
178,115153,115153:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9995136260986328,True,A girl drops her phone in a stream in the country side.,A girl throws her phone into a stream in the country.,0.2002139836549759,0.9273743033409119,0.2002139836549759,contradiction,0.9996330738067627,False,False,False,"[{""group"":""space"",""original"":{""in"":2},""candidate"":{""in"":1},""field"":""hypothesis""}]",[],"[{""group"":""space"",""original"":{""in"":2},""candidate"":{""in"":1},""field"":""hypothesis""}]",0.11111111111111116,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
180,117167,117167:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9954442977905273,True,An old man in front of an Iron Man truck.,An old man in front of an Iron Man truck.,0.9935378432273865,0.9935378432273865,0.9935378432273865,neutral,0.9954442977905273,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
180,117167,117167:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9954442977905273,True,The man is working on the engine of the Iron Man truck.,The man's working on the engine of the Iron Man truck.,0.9980288147926331,0.9978606104850769,0.9978606104850769,neutral,0.9950085878372192,False,False,False,[],[],[],0.02752293577981646,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
182,118176,118176:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9991245865821838,True,A young girl in a red shirt hitting a tennis ball with a pink racket,A girl in a red shirt hits a tennis ball with a pink racquet.,0.9959039092063904,0.022871501743793488,0.022871501743793488,neutral,0.998874843120575,False,False,False,[],[],[],0.11627906976744184,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
183,118210,118210:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.995461642742157,True,"A group of African boys of different ages tending to their cattle, with bushes in the background and small wagon in the center of the picture.","A group of African boys of different ages tending their livestock, with bushes in the background and a small car in the center of the image.",0.05605527013540268,0.005921160336583853,0.005921160336583853,neutral,0.000649689172860235,False,False,False,[],[],[],0.11347517730496459,False,"[""semantic_drift"",""label_flip""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
183,118210,118210:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.995461642742157,True,The boys are slopping the hogs.,The boys are doing some damage.,0.9093137979507446,0.012981646694242954,0.012981646694242954,neutral,0.004248559940606356,False,False,False,"[{""group"":""quantifier"",""original"":{},""candidate"":{""some"":1},""field"":""hypothesis""}]",[],"[{""group"":""quantifier"",""original"":{},""candidate"":{""some"":1},""field"":""hypothesis""}]",0.29032258064516125,False,"[""semantic_drift"",""label_flip""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
185,119934,119934:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.8969429731369019,True,The man is near the house.,The man is near the house.,0.99662184715271,0.99662184715271,0.99662184715271,entailment,0.8969429731369019,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
187,123524,123524:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.999640703201294,True,The factory workers are sitting.,The factory workers are sitting.,0.9966357350349426,0.9966357350349426,0.9966357350349426,contradiction,0.999640703201294,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
190,125168,125168:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.9974320530891418,True,"Two cyclists competing in road race, one in front of the other.","Two cyclists competing on the road, one in front of the other.",0.995010256767273,0.023538833484053612,0.023538833484053612,entailment,0.9968343377113342,False,False,False,"[{""group"":""space"",""original"":{""front"":1,""in"":2},""candidate"":{""front"":1,""in"":1,""on"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""front"":1,""in"":2},""candidate"":{""front"":1,""in"":1,""on"":1},""field"":""premise""}]",0.08799999999999997,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
191,125334,125334:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9970946311950684,True,The woman is in a play.,The woman's in a room.,0.004295014776289463,0.0003211218863725662,0.0003211218863725662,contradiction,0.1681245118379593,False,False,False,[],[],[],0.24444444444444446,False,"[""semantic_drift"",""label_flip""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
194,129375,129375:premise:fra_Latn,premise,neutral,GOLD_DISAGREEMENT,entailment,0.3181914985179901,False,"A woman holding a microphone wearing a brown jacket, in front of a sign which says ""comedians you should know.""","A woman holding a microphone wearing a brown jacket, in front of a sign which says ""comedians you should know.""",,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
194,129375,129375:hypothesis:fra_Latn,hypothesis,neutral,GOLD_DISAGREEMENT,entailment,0.3181914985179901,False,A woman is advertising for a sign promoting comedians.,A woman is advertising for a sign promoting comedians.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
197,130156,130156:premise:fra_Latn,premise,neutral,GOLD_DISAGREEMENT,contradiction,0.2507120966911316,False,A person is suspended by wires and poles against a blue sky.,A person is suspended by wires and poles against a blue sky.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
197,130156,130156:hypothesis:fra_Latn,hypothesis,neutral,GOLD_DISAGREEMENT,contradiction,0.2507120966911316,False,There is a highwire act that is too high and it suspended between two buildings.,There is a highwire act that is too high and it suspended between two buildings.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
199,133213,133213:premise:fra_Latn,premise,contradiction,GOLD_DISAGREEMENT,neutral,0.025369610637426376,False,"A shirtless man, wearing sunglasses and yellow shorts is making a heart sign towards the camera.","A shirtless man, wearing sunglasses and yellow shorts is making a heart sign towards the camera.",,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
199,133213,133213:hypothesis:fra_Latn,hypothesis,contradiction,GOLD_DISAGREEMENT,neutral,0.025369610637426376,False,Grocery stores are busy with shoppers hoping to win a free turkey.,Grocery stores are busy with shoppers hoping to win a free turkey.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
205,136456,136456:premise:fra_Latn,premise,entailment,GOLD_DISAGREEMENT,neutral,0.1827947050333023,False,A painter is standing on smaller silver ladder and there is another silver ladder close by.,A painter is standing on smaller silver ladder and there is another silver ladder close by.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
205,136456,136456:hypothesis:fra_Latn,hypothesis,entailment,GOLD_DISAGREEMENT,neutral,0.1827947050333023,False,A man is standing on a ladder painting.,A man is standing on a ladder painting.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
206,137962,137962:premise:fra_Latn,premise,neutral,GOLD_DISAGREEMENT,entailment,0.10230439156293869,False,The rugby players play on a field.,The rugby players play on a field.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
206,137962,137962:hypothesis:fra_Latn,hypothesis,neutral,GOLD_DISAGREEMENT,entailment,0.10230439156293869,False,A group of rugby players practices outside.,A group of rugby players practices outside.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
210,138618,138618:premise:fra_Latn,premise,neutral,GOLD_DISAGREEMENT,entailment,0.02366020157933235,False,A person riding transit (catching?) a paper bag.,A person riding transit (catching?) a paper bag.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
210,138618,138618:hypothesis:fra_Latn,hypothesis,neutral,GOLD_DISAGREEMENT,entailment,0.02366020157933235,False,A person with a paper bag.,A person with a paper bag.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
222,146990,146990:premise:fra_Latn,premise,entailment,GOLD_LOW_CONFIDENCE,entailment,0.4105112552642822,False,"A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.","A cyclist in a red, yellow and black uniform, including a helmet is performing a trick on his bike.",,,,None,,False,False,False,[],[],[],,False,"[""source_nli_low_confidence""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
222,146990,146990:hypothesis:fra_Latn,hypothesis,entailment,GOLD_LOW_CONFIDENCE,entailment,0.4105112552642822,False,A cyclist is preforming a bike trick.,A cyclist is preforming a bike trick.,,,,None,,False,False,False,[],[],[],,False,"[""source_nli_low_confidence""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
193,126867,126867:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9978771209716797,True,A woman in a brown coat is reading a book.,A woman in a brown coat is reading a book.,0.9972147345542908,0.9972147345542908,0.9972147345542908,neutral,0.9978771209716797,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
195,129526,129526:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9995163679122925,True,People walking past a fashion shops.,People are walking in front of a fashion store.,0.006277153268456459,0.10013826191425323,0.006277153268456459,contradiction,0.9992870688438416,False,False,False,"[{""group"":""space"",""original"":{},""candidate"":{""front"":1,""in"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{},""candidate"":{""front"":1,""in"":1},""field"":""premise""}]",0.27710843373493976,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
196,129767,129767:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9996949434280396,True,The boy is rolling a can down the street in the rain.,The boy is rolling a can down the street in the rain.,0.9975072741508484,0.9975072741508484,0.9975072741508484,contradiction,0.9996949434280396,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
198,132011,132011:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9983224272727966,True,Two people sitting on a bench.,Two people sitting on a bench.,0.9968488812446594,0.9968488812446594,0.9968488812446594,entailment,0.9983224272727966,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
200,134525,134525:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9990488886833191,True,People on the sideline of a soccer match.,People on the edge of a football game.,0.012176601216197014,0.003401329508051276,0.003401329508051276,contradiction,0.9992239475250244,False,False,False,[],[],[],0.36708860759493667,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
200,134525,134525:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9990488886833191,True,People are watching a college basketball game.,People are watching a college basketball game.,0.9974476099014282,0.9974476099014282,0.9974476099014282,contradiction,0.9990488886833191,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
201,134613,134613:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9939762353897095,True,"A redheaded woman with a scarf in her hair, wearing a white sweater with black bows on it.","A red-haired woman with a scarf in her hair, wearing a white sweater with black bows on it.",0.9886081218719482,0.990031361579895,0.9886081218719482,neutral,0.9938458800315857,False,False,False,[],[],[],0.027624309392265234,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
201,134613,134613:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9939762353897095,True,The woman is out Christmas Carolling in the winter time.,The woman's out singing Christmas songs in the winter.,0.9958470463752747,0.7037005424499512,0.7037005424499512,neutral,0.9975619316101074,False,False,False,[],[],[],0.21818181818181814,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
202,135071,135071:premise:fra_Latn,premise,entailment,RELIABLE_GOLD,entailment,0.996249258518219,True,"A man wearing a belt, a tan jacket and brown shoes is walking next to a woman with a brown purse, a black outfit, and sunglasses on a sidewalk.","A man wearing a belt, a brown jacket, and brown shoes walked beside a woman wearing a brown sackcloth, a black dress, and sunglasses on the sidewalk.",0.04868989437818527,0.19665902853012085,0.04868989437818527,entailment,0.9954710006713867,False,False,False,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""beside"":1,""on"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""beside"":1,""on"":1},""field"":""premise""}]",0.20547945205479456,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
204,136271,136271:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.999618649482727,True,People riding motorbikes down the street.,People riding bicycles on the street.,0.0010050471173599362,0.00023300055181607604,0.00023300055181607604,contradiction,0.9995806813240051,False,False,False,"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",0.15384615384615385,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
204,136271,136271:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.999618649482727,True,People are rowing a boat on a river,People are rolling a boat on a river.,0.0015234670136123896,0.0014761595521122217,0.0014761595521122217,contradiction,0.9996863603591919,False,False,False,[],[],[],0.05555555555555558,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
207,138010,138010:premise:fra_Latn,premise,contradiction,RELIABLE_GOLD,contradiction,0.9993240833282471,True,A lady wearing a bonnet is sitting down with her hands on her lap.,A lady wearing a hat is sitting with her hands on her knee.,0.007403064053505659,0.5754515528678894,0.007403064053505659,contradiction,0.9993337988853455,False,False,False,[],[],[],0.15200000000000002,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
209,138332,138332:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9789368510246277,True,Two young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out.,Two young boys wearing collared shirts and baseball caps have deep blue tongues.,0.8197505474090576,0.8764408230781555,0.8197505474090576,neutral,0.9845108985900879,False,False,False,[],[],[],0.1348314606741573,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
211,138993,138993:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9970999956130981,True,Some women in jumpsuits.,Women in jumpers.,0.9783279895782471,0.23917776346206665,0.23917776346206665,contradiction,0.9967269897460938,False,False,False,"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""hypothesis""}]",[],"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""hypothesis""}]",0.2682926829268293,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
212,141282,141282:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9989770650863647,True,"A view of large field ringed by trees, with a large group of people milling about on the field.",You saw a large field surrounded by trees and a large crowd of people harvesting in the field.,0.19019946455955505,0.9949369430541992,0.19019946455955505,contradiction,0.001155000296421349,False,False,False,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",[],"[{""group"":""space"",""original"":{""on"":1},""candidate"":{""in"":1},""field"":""premise""}]",0.28042328042328046,False,"[""semantic_drift"",""label_flip""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
213,141386,141386:hypothesis:fra_Latn,hypothesis,contradiction,RELIABLE_GOLD,contradiction,0.9993948936462402,True,The woman is yelling at the photographer.,The woman is yelling at the photographer.,0.9977510571479797,0.9977510571479797,0.9977510571479797,contradiction,0.9993948936462402,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
215,141719,141719:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9976316690444946,True,A boy watches his classmates play.,A boy watches his classmates play.,0.9977332353591919,0.9977332353591919,0.9977332353591919,entailment,0.9976316690444946,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
217,143023,143023:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9986427426338196,True,A group of women are walking to a wedding they're attending.,A group of women are walking to a wedding they're attending.,0.9969000816345215,0.9969000816345215,0.9969000816345215,neutral,0.9986427426338196,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
219,145395,145395:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9980498552322388,True,Old woman with lots of ornate clothing and jewelry.,An old woman with lots of clothes and jewelry.,0.9900951385498047,0.005414273124188185,0.005414273124188185,neutral,0.9967358708381653,False,False,False,[],[],[],0.15463917525773196,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
220,145658,145658:hypothesis:fra_Latn,hypothesis,entailment,RELIABLE_GOLD,entailment,0.9890698194503784,True,A group of kids are together.,A group of kids are together.,0.9967646598815918,0.9967646598815918,0.9967646598815918,entailment,0.9890698194503784,False,False,False,[],[],[],0.0,False,"[""trivial_copy""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
223,147325,147325:premise:fra_Latn,premise,neutral,RELIABLE_GOLD,neutral,0.9981417655944824,True,Three girls are walking along the sidewalk together and the one in the middle is bouncing a basketball.,Three girls are walking along the sidewalk and the one in the middle is jumping a basketball.,0.9008987545967102,0.8816348910331726,0.8816348910331726,neutral,0.9975960850715637,False,False,False,[],[],[],0.08163265306122447,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
223,147325,147325:hypothesis:fra_Latn,hypothesis,neutral,RELIABLE_GOLD,neutral,0.9981417655944824,True,Three girls are on their way to the park to shoot some hoops.,Three girls are on their way to the park to shoot.,0.9959398508071899,0.0012342261616140604,0.0012342261616140604,neutral,0.9981365203857422,False,False,False,"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""hypothesis""}]",[],"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""hypothesis""}]",0.09909909909909909,False,"[""semantic_drift""]",facebook/nllb-200-distilled-600M,f8d333a098d19b4fd9a8b18f94170487ad3f821d,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
233,159279,159279:premise:fra_Latn,premise,contradiction,GOLD_DISAGREEMENT,neutral,0.003936246037483215,False,playing the guitar in front of the color purple.,playing the guitar in front of the color purple.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
233,159279,159279:hypothesis:fra_Latn,hypothesis,contradiction,GOLD_DISAGREEMENT,neutral,0.003936246037483215,False,some instruments can only be played with particular colours,some instruments can only be played with particular colours,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
248,169137,169137:premise:fra_Latn,premise,neutral,GOLD_DISAGREEMENT,entailment,0.04006044194102287,False,Two people riding a bike are riding towards a stop sign.,Two people riding a bike are riding towards a stop sign.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
248,169137,169137:hypothesis:fra_Latn,hypothesis,neutral,GOLD_DISAGREEMENT,entailment,0.04006044194102287,False,A couple ride a bike together.,A couple ride a bike together.,,,,None,,False,False,False,[],[],[],,False,"[""source_label_disagreement""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
251,170191,170191:premise:fra_Latn,premise,contradiction,GOLD_LOW_CONFIDENCE,contradiction,0.6918863654136658,False,A game of dominoes is being played.,A game of dominoes is being played.,,,,None,,False,False,False,[],[],[],,False,"[""source_nli_low_confidence""]",facebook/nllb-200-distilled-600M,,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,6f5cf0a2b59cabb106aca4c287eed12e357e90eb
