source_index,original_source_index,candidate_id,gold_label,augmented_field,old_accepted,old_reasons,source_nli_status,original_nli_predicted_label,original_nli_gold_probability,semantic_min,candidate_nli_predicted_label,candidate_nli_gold_probability,nli_gold_probability_delta,old_hard_cue_changes,v2_accepted,v2_reasons,decision_change,normalization_category,original_premise,original_hypothesis,augmented_premise,augmented_hypothesis,original_sentence,back_translated_sentence,semantic_forward_entailment,semantic_backward_entailment,soft_cue_changes,change_ratio
424,291984,424:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9989538192749023,0.007656755391508341,neutral,0.998630702495575,-0.0003231167793273926,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A woman dressed in black boots and a black trench coat is walking down the middle of the street.,The woman walking down the street trips and falls.,A woman in black boots and a black robe walks in the middle of the street.,The woman walking down the street trips and falls.,A woman dressed in black boots and a black trench coat is walking down the middle of the street.,A woman in black boots and a black robe walks in the middle of the street.,0.007656755391508341,0.017347900196909904,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""in"":2},""field"":""premise""}]",0.17647058823529416
425,292713,425:hypothesis:fra_Latn,neutral,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9370590448379517,0.569058895111084,neutral,0.9894464612007141,0.05238741636276245,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,a young girl in a pick shirt swinging up in the air on a swing set,The girl is having fun on the playground at recess.,a young girl in a pick shirt swinging up in the air on a swing set,The girl's having fun on the playground during the break.,The girl is having fun on the playground at recess.,The girl's having fun on the playground during the break.,0.989992082118988,0.569058895111084,"[{""group"":""time"",""original"":{},""candidate"":{""during"":1},""field"":""hypothesis""}]",0.18518518518518523
425,292713,425:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9370590448379517,0.023735415190458298,neutral,0.9906231760978699,0.05356413125991821,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,a young girl in a pick shirt swinging up in the air on a swing set,The girl is having fun on the playground at recess.,a girl in a pick-up shirt swinging in the air on a swinging game,The girl is having fun on the playground at recess.,a young girl in a pick shirt swinging up in the air on a swing set,a girl in a pick-up shirt swinging in the air on a swinging game,0.9771396517753601,0.023735415190458298,[],0.15384615384615385
426,292795,426:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9976373910903931,0.8776220083236694,contradiction,0.9921920895576477,-0.005445301532745361,[],False,"[""semantic_drift""]",NEWLY_REJECTED,other cue,Woman looking out the window at a man.,The woman is standing outdoors.,Woman looking out the window at a man.,The woman's outside.,The woman is standing outdoors.,The woman's outside.,0.998063862323761,0.8776220083236694,"[{""group"":""space"",""original"":{},""candidate"":{""outside"":1},""field"":""hypothesis""}]",0.37254901960784315
426,292795,426:premise:fra_Latn,contradiction,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,contradiction,0.9976373910903931,0.9933386445045471,contradiction,0.9978922009468079,0.0002548098564147949,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,Woman looking out the window at a man.,The woman is standing outdoors.,A woman looking out the window at a man.,The woman is standing outdoors.,Woman looking out the window at a man.,A woman looking out the window at a man.,0.9933386445045471,0.9950633645057678,[],0.02564102564102566
427,292908,427:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9989691972732544,0.9971697926521301,contradiction,0.9988008737564087,-0.00016832351684570312,[],True,[],KEEP_ACCEPTED,other cue,A man in a black hat holds a small girl on his shoulders.,A man carries his son.,A man in a black hat holds a small girl on his shoulders.,A man is carrying his son.,A man carries his son.,A man is carrying his son.,0.9971697926521301,0.9981123208999634,[],0.16666666666666663
427,292908,427:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9989691972732544,0.9963393211364746,contradiction,0.9991534948348999,0.0001842975616455078,[],True,[],KEEP_ACCEPTED,other cue,A man in a black hat holds a small girl on his shoulders.,A man carries his son.,A man in a black hat holds a little girl on his shoulders.,A man carries his son.,A man in a black hat holds a small girl on his shoulders.,A man in a black hat holds a little girl on his shoulders.,0.9970402121543884,0.9963393211364746,[],0.060869565217391286
428,292986,428:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9995042085647583,0.960826575756073,contradiction,0.9933018684387207,-0.006202340126037598,[],True,[],KEEP_ACCEPTED,other cue,Man in black and white playing tennis.,A man is inside eating dinner,Man in black and white playing tennis.,There 's a man inside for dinner .,A man is inside eating dinner,There 's a man inside for dinner .,0.9929341077804565,0.960826575756073,[],0.3650793650793651
428,292986,428:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9995042085647583,0.9969768524169922,contradiction,0.9994699358940125,-3.427267074584961e-05,[],True,[],KEEP_ACCEPTED,other cue,Man in black and white playing tennis.,A man is inside eating dinner,The man in black and white is playing tennis.,A man is inside eating dinner,Man in black and white playing tennis.,The man in black and white is playing tennis.,0.9969768524169922,0.9970147609710693,[],0.08433734939759041
429,293493,429:hypothesis:fra_Latn,neutral,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9949700236320496,0.09475960582494736,neutral,0.9754461646080017,-0.01952385902404785,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,"A Frisbee team huddles around a Frisbee, each holding a part of it.",A frisbee team does a chant before their game in a circle.,"A Frisbee team huddles around a Frisbee, each holding a part of it.",A frisbee team is singing a song before their game in a circle.,A frisbee team does a chant before their game in a circle.,A frisbee team is singing a song before their game in a circle.,0.7329984903335571,0.09475960582494736,[],0.15702479338842978
429,293493,429:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9949700236320496,0.43928465247154236,neutral,0.9962299466133118,0.001259922981262207,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,"A Frisbee team huddles around a Frisbee, each holding a part of it.",A frisbee team does a chant before their game in a circle.,"A frisbee team gathers around a frisbee, each holding a game.",A frisbee team does a chant before their game in a circle.,"A Frisbee team huddles around a Frisbee, each holding a part of it.","A frisbee team gathers around a frisbee, each holding a game.",0.43928465247154236,0.985464870929718,[],0.15625
430,293560,430:hypothesis:fra_Latn,neutral,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9995211362838745,0.6379044651985168,neutral,0.9995205402374268,-5.960464477539062e-07,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,Two men in orange outfits clean up garbage spilled on the street.,Two men are cleaning up garbage that was spilled after a block party.,Two men in orange outfits clean up garbage spilled on the street.,Two men are cleaning up the garbage that was spilled after a neighborhood party.,Two men are cleaning up garbage that was spilled after a block party.,Two men are cleaning up the garbage that was spilled after a neighborhood party.,0.9570658802986145,0.6379044651985168,[],0.11409395973154357
430,293560,430:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9995211362838745,0.9941549897193909,neutral,0.9995736479759216,5.251169204711914e-05,[],True,[],KEEP_ACCEPTED,other cue,Two men in orange outfits clean up garbage spilled on the street.,Two men are cleaning up garbage that was spilled after a block party.,Two men dressed in orange are cleaning the trash on the street.,Two men are cleaning up garbage that was spilled after a block party.,Two men in orange outfits clean up garbage spilled on the street.,Two men dressed in orange are cleaning the trash on the street.,0.9970400929450989,0.9941549897193909,[],0.328125
431,293833,431:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9926329255104065,0.995557963848114,entailment,0.9908226728439331,-0.0018102526664733887,[],True,[],KEEP_ACCEPTED,other cue,A young girl with red-hair blows bubbles in clear water.,A red headed girl is making bubbles.,A young girl with red-hair blows bubbles in clear water.,A girl with a red head makes bubbles.,A red headed girl is making bubbles.,A girl with a red head makes bubbles.,0.9974991679191589,0.995557963848114,[],0.36986301369863017
431,293833,431:premise:fra_Latn,entailment,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,entailment,0.9926329255104065,0.10288167744874954,entailment,0.9916918277740479,-0.0009410977363586426,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A young girl with red-hair blows bubbles in clear water.,A red headed girl is making bubbles.,A red-haired girl blows bubbles in clear water.,A red headed girl is making bubbles.,A young girl with red-hair blows bubbles in clear water.,A red-haired girl blows bubbles in clear water.,0.9972679615020752,0.10288167744874954,[],0.22330097087378642
432,294178,432:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9962751865386963,0.9963625073432922,entailment,0.9962751865386963,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,"A basketball player in a white jersey with the word price on it, posting up against another player in a blue uniform.",a player dressed in white,"A basketball player in a white jersey with the word price on it, posting up against another player in a blue uniform.",a player dressed in white,a player dressed in white,a player dressed in white,0.9963625073432922,0.9963625073432922,[],0.0
432,294178,432:premise:fra_Latn,entailment,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,entailment,0.9962751865386963,0.648705780506134,entailment,0.9924820065498352,-0.003793179988861084,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,"A basketball player in a white jersey with the word price on it, posting up against another player in a blue uniform.",a player dressed in white,"A basketball player in a white shirt with the word prize on it, standing up against another player in a blue uniform.",a player dressed in white,"A basketball player in a white jersey with the word price on it, posting up against another player in a blue uniform.","A basketball player in a white shirt with the word prize on it, standing up against another player in a blue uniform.",0.648705780506134,0.7230148911476135,[],0.06837606837606836
433,294223,433:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.9997392296791077,0.729493260383606,contradiction,0.9995564818382263,-0.00018274784088134766,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A photographer capturing a skateboarder mid trick.,No cameras are around when the skateboard performs his trick.,A photographer capturing a skateboarder mid trick.,There's no cameras when the skateboard does its thing.,No cameras are around when the skateboard performs his trick.,There's no cameras when the skateboard does its thing.,0.995091438293457,0.729493260383606,[],0.30434782608695654
433,294223,433:premise:fra_Latn,contradiction,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.9997392296791077,0.04725297912955284,contradiction,0.9996787309646606,-6.0498714447021484e-05,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A photographer capturing a skateboarder mid trick.,No cameras are around when the skateboard performs his trick.,A photographer capturing a skateboarder in the middle of the game.,No cameras are around when the skateboard performs his trick.,A photographer capturing a skateboarder mid trick.,A photographer capturing a skateboarder in the middle of the game.,0.04725297912955284,0.26689183712005615,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]",0.2068965517241379
434,295019,434:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9927035570144653,0.9777061343193054,entailment,0.9965787529945374,0.0038751959800720215,[],True,[],KEEP_ACCEPTED,other cue,three people standing in line.,Some people are standing.,three people standing in line.,There are people standing.,Some people are standing.,There are people standing.,0.9958243370056152,0.9777061343193054,"[{""group"":""quantifier"",""original"":{""some"":1},""candidate"":{},""field"":""hypothesis""}]",0.2941176470588235
434,295019,434:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.9927035570144653,0.9850594997406006,entailment,0.9841623306274414,-0.008541226387023926,[],True,[],KEEP_ACCEPTED,other cue,three people standing in line.,Some people are standing.,Three people in line.,Some people are standing.,three people standing in line.,Three people in line.,0.9948286414146423,0.9850594997406006,[],0.17647058823529416
435,295231,435:hypothesis:fra_Latn,neutral,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,neutral,0.9941619038581848,0.9974907636642456,neutral,0.9941619038581848,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A restaurant in downtown Korea.,The restaurant in downtown Korea has Korean food.,A restaurant in downtown Korea.,The restaurant in downtown Korea has Korean food.,The restaurant in downtown Korea has Korean food.,The restaurant in downtown Korea has Korean food.,0.9974907636642456,0.9974907636642456,[],0.0
435,295231,435:premise:fra_Latn,neutral,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,neutral,0.9941619038581848,0.578596293926239,neutral,0.9917877316474915,-0.0023741722106933594,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A restaurant in downtown Korea.,The restaurant in downtown Korea has Korean food.,A restaurant in the center of Korea.,The restaurant in downtown Korea has Korean food.,A restaurant in downtown Korea.,A restaurant in the center of Korea.,0.9479199647903442,0.578596293926239,[],0.22388059701492535
436,295609,436:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""hard_cue_changed""]",RELIABLE_GOLD,contradiction,0.9993450045585632,0.9936521053314209,contradiction,0.9948248863220215,-0.004520118236541748,"[{""group"":""negation"",""original"":{""nobody"":1},""candidate"":{""no"":1},""field"":""hypothesis""},{""group"":""number"",""original"":{},""candidate"":{""one"":1},""field"":""hypothesis""}]",True,[],NEWLY_ACCEPTED,negation normalization,a beige dog running on the grass with a tennis ball in his mouth,Nobody is running,a beige dog running on the grass with a tennis ball in his mouth,No one 's running .,Nobody is running,No one 's running .,0.9956642985343933,0.9936521053314209,[],0.2777777777777778
436,295609,436:premise:fra_Latn,contradiction,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,contradiction,0.9993450045585632,0.9911278486251831,contradiction,0.9993450045585632,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,a beige dog running on the grass with a tennis ball in his mouth,Nobody is running,a beige dog running on the grass with a tennis ball in his mouth,Nobody is running,a beige dog running on the grass with a tennis ball in his mouth,a beige dog running on the grass with a tennis ball in his mouth,0.9911278486251831,0.9911278486251831,[],0.0
437,295641,437:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9709680080413818,0.9948047995567322,neutral,0.9832401871681213,0.012272179126739502,[],True,[],KEEP_ACCEPTED,other cue,A wedding party scene with the bride throwing the bouquet of flowers to onlooking women.,A bride throws the flowers to her sister.,A wedding party scene with the bride throwing the bouquet of flowers to onlooking women.,A bride throws flowers to her sister.,A bride throws the flowers to her sister.,A bride throws flowers to her sister.,0.9979664087295532,0.9948047995567322,[],0.05128205128205132
437,295641,437:premise:fra_Latn,neutral,premise,False,"[""low_nli_confidence""]",RELIABLE_GOLD,neutral,0.9709680080413818,0.9931674599647522,neutral,0.6974002122879028,-0.273567795753479,[],False,"[""low_nli_confidence""]",KEEP_REJECTED,other cue,A wedding party scene with the bride throwing the bouquet of flowers to onlooking women.,A bride throws the flowers to her sister.,A wedding party scene with the bride throwing the bouquet of flowers at women watching.,A bride throws the flowers to her sister.,A wedding party scene with the bride throwing the bouquet of flowers to onlooking women.,A wedding party scene with the bride throwing the bouquet of flowers at women watching.,0.9931674599647522,0.9941802024841309,[],0.12
438,297956,438:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.999309778213501,0.01954239420592785,contradiction,0.9994889497756958,0.00017917156219482422,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A man in a gray shirt is pouring a drink into a flute.,A woman in a gray shirt is pouring a drink into a flute.,A man in a gray shirt is pouring a drink into a flute.,A woman in a gray shirt poured a glass into a flute.,A woman in a gray shirt is pouring a drink into a flute.,A woman in a gray shirt poured a glass into a flute.,0.01954239420592785,0.9898614883422852,[],0.16666666666666663
438,297956,438:premise:fra_Latn,contradiction,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,contradiction,0.999309778213501,0.02273782342672348,contradiction,0.9994924068450928,0.00018262863159179688,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A man in a gray shirt is pouring a drink into a flute.,A woman in a gray shirt is pouring a drink into a flute.,A man in a gray shirt poured a glass into a flute.,A woman in a gray shirt is pouring a drink into a flute.,A man in a gray shirt is pouring a drink into a flute.,A man in a gray shirt poured a glass into a flute.,0.02273782342672348,0.9900464415550232,[],0.17307692307692313
439,298065,439:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.979134202003479,0.9956047534942627,entailment,0.988664448261261,0.009530246257781982,[],True,[],KEEP_ACCEPTED,other cue,Three dogs are together outdoors checking out a fountain.,Animals by a fountain.,Three dogs are together outdoors checking out a fountain.,Animals near a fountain.,Animals by a fountain.,Animals near a fountain.,0.995875895023346,0.9956047534942627,"[{""group"":""space"",""original"":{},""candidate"":{""near"":1},""field"":""hypothesis""}]",0.13043478260869568
439,298065,439:premise:fra_Latn,entailment,premise,True,[],RELIABLE_GOLD,entailment,0.979134202003479,0.9976251721382141,entailment,0.980766773223877,0.0016325712203979492,[],True,[],KEEP_ACCEPTED,other cue,Three dogs are together outdoors checking out a fountain.,Animals by a fountain.,Three dogs are outside checking a fountain together.,Animals by a fountain.,Three dogs are together outdoors checking out a fountain.,Three dogs are outside checking a fountain together.,0.9976251721382141,0.997654914855957,"[{""group"":""space"",""original"":{},""candidate"":{""outside"":1},""field"":""premise""}]",0.2660550458715596
440,298894,440:hypothesis:fra_Latn,entailment,hypothesis,False,"[""label_flip""]",GOLD_DISAGREEMENT,neutral,0.17749445140361786,0.9934645295143127,neutral,0.0026333630084991455,-0.1748610883951187,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A professional wrestler takes a flying leap onto another wrestler.,Pro wrestlers put on a show.,A professional wrestler takes a flying leap onto another wrestler.,The professional wrestlers have put on a show.,Pro wrestlers put on a show.,The professional wrestlers have put on a show.,0.9934645295143127,0.9971230626106262,[],0.2432432432432432
440,298894,440:premise:fra_Latn,entailment,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,neutral,0.17749445140361786,0.9979342222213745,neutral,0.1513342410326004,-0.026160210371017456,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,A professional wrestler takes a flying leap onto another wrestler.,Pro wrestlers put on a show.,A professional wrestler makes a flying jump on another wrestler.,Pro wrestlers put on a show.,A professional wrestler takes a flying leap onto another wrestler.,A professional wrestler makes a flying jump on another wrestler.,0.9981552958488464,0.9979342222213745,"[{""group"":""space"",""original"":{},""candidate"":{""on"":1},""field"":""premise""}]",0.07692307692307687
441,299161,441:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9670435786247253,0.997783362865448,entailment,0.9670435786247253,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A couple of boys are in a gym with partially assembled bicycles.,The boys are working on their bikes inside.,A couple of boys are in a gym with partially assembled bicycles.,The boys are working on their bikes inside.,The boys are working on their bikes inside.,The boys are working on their bikes inside.,0.997783362865448,0.997783362865448,[],0.0
441,299161,441:premise:fra_Latn,entailment,premise,False,"[""trivial_copy""]",RELIABLE_GOLD,entailment,0.9670435786247253,0.992813766002655,entailment,0.9670435786247253,0.0,[],False,"[""trivial_copy""]",KEEP_REJECTED,other cue,A couple of boys are in a gym with partially assembled bicycles.,The boys are working on their bikes inside.,A couple of boys are in a gym with partially assembled bicycles.,The boys are working on their bikes inside.,A couple of boys are in a gym with partially assembled bicycles.,A couple of boys are in a gym with partially assembled bicycles.,0.992813766002655,0.992813766002655,[],0.0
442,299206,442:hypothesis:fra_Latn,entailment,hypothesis,False,"[""trivial_copy"",""label_flip""]",GOLD_DISAGREEMENT,contradiction,0.08436109870672226,0.9967414736747742,contradiction,0.08436109870672226,0.0,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,Two people are carrying a large bag filled with a red substance down a ally as a figure in red walks behind them.,Three people are walking down the alley.,Two people are carrying a large bag filled with a red substance down a ally as a figure in red walks behind them.,Three people are walking down the alley.,Three people are walking down the alley.,Three people are walking down the alley.,0.9967414736747742,0.9967414736747742,[],0.0
442,299206,442:premise:fra_Latn,entailment,premise,False,"[""label_flip""]",GOLD_DISAGREEMENT,contradiction,0.08436109870672226,0.9787868857383728,contradiction,0.022699721157550812,-0.06166137754917145,[],False,"[""source_label_disagreement""]",KEEP_REJECTED,other cue,Two people are carrying a large bag filled with a red substance down a ally as a figure in red walks behind them.,Three people are walking down the alley.,Two people carrying a big bag full of a red substance on an ally like a red figure walking behind them.,Three people are walking down the alley.,Two people are carrying a large bag filled with a red substance down a ally as a figure in red walks behind them.,Two people carrying a big bag full of a red substance on an ally like a red figure walking behind them.,0.9787868857383728,0.9919519424438477,"[{""group"":""space"",""original"":{""in"":1,""behind"":1},""candidate"":{""on"":1,""behind"":1},""field"":""premise""}]",0.20370370370370372
443,299336,443:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9993523955345154,0.9953956007957458,contradiction,0.9983022212982178,-0.0010501742362976074,[],True,[],KEEP_ACCEPTED,other cue,A group of surgeons wearing scrubs are performing a surgery.,The group of surgeons are having a board meeting.,A group of surgeons wearing scrubs are performing a surgery.,The surgical group has a board meeting.,The group of surgeons are having a board meeting.,The surgical group has a board meeting.,0.9975257515907288,0.9953956007957458,[],0.34090909090909094
443,299336,443:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9993523955345154,0.9930157661437988,contradiction,0.9987912774085999,-0.0005611181259155273,[],True,[],KEEP_ACCEPTED,other cue,A group of surgeons wearing scrubs are performing a surgery.,The group of surgeons are having a board meeting.,A group of surgeons wearing scrubs perform an operation.,The group of surgeons are having a board meeting.,A group of surgeons wearing scrubs are performing a surgery.,A group of surgeons wearing scrubs perform an operation.,0.9930157661437988,0.9960969090461731,[],0.1724137931034483
444,300966,444:hypothesis:fra_Latn,contradiction,hypothesis,False,"[""hard_cue_changed""]",RELIABLE_GOLD,contradiction,0.9995579123497009,0.996060311794281,contradiction,0.9995715022087097,1.3589859008789062e-05,"[{""group"":""number"",""original"":{""one"":1},""candidate"":{},""field"":""hypothesis""}]",True,[],NEWLY_ACCEPTED,number normalization,Two people with hard hats on standing on a brick wall.,No one is wearing protective gear.,Two people with hard hats on standing on a brick wall.,No one's wearing protective gear.,No one is wearing protective gear.,No one's wearing protective gear.,0.9970301389694214,0.996060311794281,[],0.04477611940298509
444,300966,444:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9995579123497009,0.9962604641914368,contradiction,0.9995512366294861,-6.67572021484375e-06,[],True,[],KEEP_ACCEPTED,other cue,Two people with hard hats on standing on a brick wall.,No one is wearing protective gear.,Two people in hard hats standing on a brick wall.,No one is wearing protective gear.,Two people with hard hats on standing on a brick wall.,Two people in hard hats standing on a brick wall.,0.9969555139541626,0.9962604641914368,"[{""group"":""space"",""original"":{""on"":2},""candidate"":{""on"":1,""in"":1},""field"":""premise""}]",0.06796116504854366
445,301270,445:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9921446442604065,0.9900699257850647,entailment,0.9971510767936707,0.00500643253326416,[],True,[],KEEP_ACCEPTED,other cue,A young woman wearing sunglasses and a blue shirt is holding a white sheet while a little girl in pigtails writes on it with a marker.,The little girl is coloring on a white sheet.,A young woman wearing sunglasses and a blue shirt is holding a white sheet while a little girl in pigtails writes on it with a marker.,The little girl paints on a white sheet.,The little girl is coloring on a white sheet.,The little girl paints on a white sheet.,0.9900699257850647,0.9924790859222412,[],0.15294117647058825
445,301270,445:premise:fra_Latn,entailment,premise,False,"[""semantic_drift""]",RELIABLE_GOLD,entailment,0.9921446442604065,0.2109300196170807,entailment,0.9589435458183289,-0.03320109844207764,[],False,"[""semantic_drift""]",KEEP_REJECTED,other cue,A young woman wearing sunglasses and a blue shirt is holding a white sheet while a little girl in pigtails writes on it with a marker.,The little girl is coloring on a white sheet.,A young woman wearing sunglasses and a blue shirt holds a white sheet while a little girl in a shell will write on it with a marker.,The little girl is coloring on a white sheet.,A young woman wearing sunglasses and a blue shirt is holding a white sheet while a little girl in pigtails writes on it with a marker.,A young woman wearing sunglasses and a blue shirt holds a white sheet while a little girl in a shell will write on it with a marker.,0.8196759819984436,0.2109300196170807,"[{""group"":""modal"",""original"":{},""candidate"":{""will"":1},""field"":""premise""}]",0.08270676691729328
446,301629,446:hypothesis:fra_Latn,contradiction,hypothesis,True,[],RELIABLE_GOLD,contradiction,0.9994062185287476,0.9829875230789185,contradiction,0.9983121156692505,-0.0010941028594970703,[],True,[],KEEP_ACCEPTED,other cue,A male surfer catching a nice wave.,A woman is surfing.,A male surfer catching a nice wave.,She's a surfer.,A woman is surfing.,She's a surfer.,0.9829875230789185,0.9943209886550903,[],0.5882352941176471
446,301629,446:premise:fra_Latn,contradiction,premise,True,[],RELIABLE_GOLD,contradiction,0.9994062185287476,0.9900040030479431,contradiction,0.9993942975997925,-1.1920928955078125e-05,[],True,[],KEEP_ACCEPTED,other cue,A male surfer catching a nice wave.,A woman is surfing.,A male surfer who catches a beautiful wave.,A woman is surfing.,A male surfer catching a nice wave.,A male surfer who catches a beautiful wave.,0.9900040030479431,0.9966542720794678,[],0.2564102564102564
447,302107,447:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9811827540397644,0.9915362596511841,neutral,0.9111950397491455,-0.0699877142906189,[],True,[],KEEP_ACCEPTED,other cue,Men share an item on mini trains.,men at a mini train convention,Men share an item on mini trains.,men at a mini train conference,men at a mini train convention,men at a mini train conference,0.9915362596511841,0.9917383790016174,[],0.16666666666666663
447,302107,447:premise:fra_Latn,neutral,premise,False,"[""semantic_drift"",""label_flip""]",RELIABLE_GOLD,neutral,0.9811827540397644,0.4490463137626648,contradiction,0.08368851244449615,-0.8974942415952682,[],False,"[""semantic_drift"",""label_flip""]",KEEP_REJECTED,other cue,Men share an item on mini trains.,men at a mini train convention,The men are sharing an article about mini trains.,men at a mini train convention,Men share an item on mini trains.,The men are sharing an article about mini trains.,0.4490463137626648,0.9863227605819702,"[{""group"":""space"",""original"":{""on"":1},""candidate"":{},""field"":""premise""}]",0.3414634146341463
448,302885,448:hypothesis:fra_Latn,neutral,hypothesis,True,[],RELIABLE_GOLD,neutral,0.9989733695983887,0.9979250431060791,neutral,0.9989742040634155,8.344650268554688e-07,[],True,[],KEEP_ACCEPTED,other cue,A man wearing black and white stripes is trying to stop a horse.,A man is trying to keep the horse from running into the crowd.,A man wearing black and white stripes is trying to stop a horse.,A man tries to stop the horse from running into the crowd.,A man is trying to keep the horse from running into the crowd.,A man tries to stop the horse from running into the crowd.,0.9981523156166077,0.9979250431060791,[],0.1166666666666667
448,302885,448:premise:fra_Latn,neutral,premise,True,[],RELIABLE_GOLD,neutral,0.9989733695983887,0.9962605834007263,neutral,0.998789370059967,-0.00018399953842163086,[],True,[],KEEP_ACCEPTED,other cue,A man wearing black and white stripes is trying to stop a horse.,A man is trying to keep the horse from running into the crowd.,A man in black and white stripes is trying to stop a horse.,A man is trying to keep the horse from running into the crowd.,A man wearing black and white stripes is trying to stop a horse.,A man in black and white stripes is trying to stop a horse.,0.9962605834007263,0.9966927766799927,"[{""group"":""space"",""original"":{},""candidate"":{""in"":1},""field"":""premise""}]",0.04065040650406504
449,303583,449:hypothesis:fra_Latn,entailment,hypothesis,True,[],RELIABLE_GOLD,entailment,0.9936717748641968,0.9937984347343445,entailment,0.9275785088539124,-0.06609326601028442,[],True,[],KEEP_ACCEPTED,other cue,a lone skier walking cross a snowy bank with trees in the background,A person is out in the outdoors.,a lone skier walking cross a snowy bank with trees in the background,There's a person outside.,A person is out in the outdoors.,There's a person outside.,0.9974948167800903,0.9937984347343445,"[{""group"":""space"",""original"":{""in"":1},""candidate"":{""outside"":1},""field"":""hypothesis""}]",0.4736842105263158
